raw_description,amount,currency,direction,transaction_type,merchant_name,mcc,label,source
DIRECT DEBIT MONTHLY RENT 85028 26MAR,1615.05,GBP,debit,DD,MONTHLY RENT,9399,Rent/Mortgage,sandbox
CARD PAYMENT AGE UK LONDON.,2.65,GBP,debit,CARD,AGE UK,8398,Charity,synthetic
DD DVLA VEHICLE TAX,326.32,GBP,debit,DD,HM REVENUE & CUSTOMS,9399,Taxes,synthetic
CARD TIM HORTONS 81763,3.22,GBP,debit,CARD,TIM HORTONS,5812,Coffee Shops,synthetic
CASH WITHDRAWAL FEE,49.19,GBP,debit,DD,HALIFAX,6051,Fees,synthetic
CARD WETHERSPOONS MANCHESTER 5613,19.26,GBP,debit,CARD,WETHERSPOONS,5814,Dining,synthetic
MONTHLY ACCOUNT FEE,15.59,GBP,debit,DD,HALIFAX,6051,Fees,synthetic
CARD PAYMENT TICKETMASTER MANCHESTER 03/06/2026,79.24,GBP,debit,CARD,TICKETMASTER,7922,Entertainment,synthetic
MASTERCARD RYANAIR ,576.46,GBP,debit,CARD,RYANAIR,4722,Travel,synthetic
CARD PAYMENT STARBUCKS ,5.29,GBP,debit,CARD,STARBUCKS,5812,Coffee Shops,synthetic
POS SPORTS DIRECT //,139.00,GBP,debit,POS,SPORTS DIRECT,5310,Shopping,synthetic
SO AXA 27363,89.04,GBP,debit,SO,AXA,5960,Insurance,synthetic
FASTER PAYMENT FROM CURRENT ACCOUNT REF 93483529,3532.35,GBP,credit,FPS,,,Transfers,synthetic
STANDING ORDER LEGAL & GENERAL,129.81,GBP,debit,SO,LEGAL & GENERAL,6300,Insurance,synthetic
CARD PAYMENT APPLE.COM/BILL.,24.56,GBP,debit,CARD,APPLE.COM/BILL,5968,Subscriptions,synthetic
CASH WITHDRAWAL FEE,31.99,GBP,debit,DD,HALIFAX,6051,Fees,synthetic
CASH WITHDRAWAL ATM,488.70,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
BACS INCOME TAX PAYMENT,58.62,GBP,debit,BACS,COUNCIL TAX,9211,Taxes,synthetic
LINK ATM LINK ATM MANCHESTER,87.07,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
TRANSFER TO ISA,1274.35,GBP,credit,TFR,,,Transfers,synthetic
PAYPAL NOW TV REF 10653759,31.64,GBP,debit,PAYPAL,NOW TV,5968,Subscriptions,synthetic
TRANSFER TO ISA 14AUG REF 63401001,1846.39,GBP,credit,TFR,,,Transfers,synthetic
PACKAGED ACCOUNT FEE,49.17,GBP,debit,DD,HALIFAX,6012,Fees,synthetic
BACS VIRGIN MEDIA,63.17,GBP,debit,BACS,VIRGIN MEDIA,4812,Utilities,synthetic
CARD PAYMENT HM REVENUE & CUSTOMS,70.86,GBP,debit,CARD,COUNCIL TAX,9211,Taxes,synthetic
DD AVIVA 73665 25 JUL,370.88,GBP,debit,DD,AVIVA,5960,Insurance,synthetic
PAYPAL NOWTV ,29.50,GBP,debit,PAYPAL,NOWTV,4899,Subscriptions,synthetic
POS ODEON,118.04,GBP,debit,POS,ODEON,7922,Entertainment,synthetic
DIRECT DEBIT LEGAL & GENERAL,222.12,GBP,debit,DD,LEGAL & GENERAL,5960,Insurance,synthetic
CARD BURGER KING LONDON 06/07/2024,57.80,GBP,debit,CARD,BURGER KING,5812,Dining,synthetic
BACS NORTHWIND SERVICES SALARY,4902.98,GBP,credit,BACS,NORTHWIND SERVICES,,Salary,synthetic
PAYPAL UNIVERSITY NEWCASTLE 05AUG,470.83,GBP,debit,PAYPAL,UNIVERSITY,8220,Education,synthetic
APPLE PAY WAGAMAMA LONDON 20240201,21.69,GBP,debit,APPLE_PAY,WAGAMAMA,5814,Dining,synthetic
VISA SHELL 25027 27/12/2023,94.20,GBP,debit,CARD,SHELL,5541,Fuel,sandbox
CARD PAYMENT NEWCASTLE COLLEGE  9353,242.13,GBP,debit,CARD,NEWCASTLE COLLEGE,8220,Education,synthetic
FPS LANDLORD 4305 *,1799.73,GBP,debit,FPS,LANDLORD,9399,Rent/Mortgage,synthetic
SO AXA 14890,374.59,GBP,debit,SO,AXA,6300,Insurance,synthetic
FPS HALIFAX MORTGAGE REF 22276469,877.57,GBP,debit,FPS,HALIFAX MORTGAGE,9399,Rent/Mortgage,synthetic
CASH WITHDRAWAL FEE,35.51,GBP,debit,DD,,6051,Fees,synthetic
CARD PAYMENT NETFLIX 46475 28/08/2023,27.89,GBP,debit,CARD,NETFLIX,5734,Subscriptions,synthetic
CARD PAYMENT XBOX 47377 21AUG,131.99,GBP,debit,CARD,XBOX,7832,Entertainment,synthetic
BACS MORE THAN REF 26865926,332.72,GBP,debit,BACS,MORE THAN,6300,Insurance,synthetic
MASTERCARD TEXACO 74581 26APR,109.39,GBP,debit,CARD,TEXACO,5541,Fuel,synthetic
APPLE PAY TESCO BRISTOL 20240806,35.56,GBP,debit,APPLE_PAY,TESCO,5499,Groceries,sandbox
PAYPAL BRITISH HEART FOUNDATION 57836,32.99,GBP,debit,PAYPAL,BRITISH HEART FOUNDATION,8398,Charity,synthetic
PAYPAL BETFRED 28416,53.22,GBP,debit,PAYPAL,BETFRED,7999,Entertainment,synthetic
CARD PAYMENT ASDA PETROL REF 55497164,47.24,GBP,debit,CARD,ASDA PETROL,5172,Fuel,synthetic
BACS RED CROSS 77119 24APR,46.17,GBP,debit,BACS,RED CROSS,8398,Charity,synthetic
CARD PAYMENT NOW TV REF 38614869,4.20,GBP,debit,CARD,NOW TV,5734,Subscriptions,synthetic
BACS SEVERN TRENT,278.80,GBP,debit,BACS,SEVERN TRENT,4814,Utilities,synthetic
BACS WWF 58078 18 AUG,40.04,GBP,debit,BACS,WWF,8398,Charity,synthetic
CARD PAYMENT NATIONAL RAIL  06 SEP,53.36,GBP,debit,CARD,NATIONAL RAIL,4789,Transport,synthetic
PAYPAL ODEON LONDON,108.89,GBP,debit,PAYPAL,ODEON,7832,Entertainment,synthetic
BACS GREENPEACE,51.22,GBP,debit,BACS,GREENPEACE,8398,Charity,synthetic
SO RENT  02FEB,2491.84,GBP,debit,SO,RENT,6513,Rent/Mortgage,synthetic
POS NATIONAL RAIL REF 88235926,63.20,GBP,debit,POS,NATIONAL RAIL,4789,Transport,synthetic
CARD PAYMENT MURCO BIRMINGHAM *,88.63,GBP,debit,CARD,MURCO,5172,Fuel,synthetic
TFR TO SAVINGS 20260711,690.51,GBP,credit,TFR,,,Transfers,synthetic
DIRECT DEBIT BRITISH GAS PAYMENT,86.58,GBP,debit,DD,BRITISH GAS,4899,Utilities,synthetic
PAYPAL TUI LONDON 15OCT,859.25,GBP,debit,PAYPAL,TUI,4511,Travel,synthetic
STANDING ORDER SANTANDER MORTGAGE  1611,1198.52,GBP,debit,SO,SANTANDER MORTGAGE,6513,Rent/Mortgage,synthetic
STANDING ORDER E.ON REF 80944243,161.96,GBP,debit,SO,E.ON,4814,Utilities,synthetic
CARD LASTMINUTE.COM  15MAY,353.26,GBP,debit,CARD,LASTMINUTE.COM,4722,Travel,synthetic
DIRECT DEBIT EE PAYMENT,235.44,GBP,debit,DD,EE,4899,Utilities,synthetic
BACS RED CROSS LONDON 94683,23.70,GBP,debit,BACS,RED CROSS,8398,Charity,synthetic
CARD PAYMENT SAVE THE CHILDREN LONDON 01 JUL,16.68,GBP,debit,CARD,SAVE THE CHILDREN,8398,Charity,synthetic
POS TESCO 4661,70.15,GBP,debit,POS,TESCO,5411,Groceries,synthetic
BACS CHRIS EVANS 33-44-55 99887766 RENT OCTOBER,590.75,GBP,debit,BACS,LANDLORD,6513,Rent/Mortgage,synthetic
DD PRUDENTIAL 7274,262.68,GBP,debit,DD,PRUDENTIAL,5960,Insurance,synthetic
CASH WITHDRAWAL CASH MACHINE  6804,345.16,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
VISA COSTA COFFEE OXFORD 52010 //,4.60,GBP,debit,CARD,COSTA COFFEE,5812,Coffee Shops,synthetic
CARD PAYMENT FIVE GUYS GLASGOW 20230426,32.86,GBP,debit,CARD,FIVE GUYS,5814,Dining,synthetic
PAYPAL VUE REF 76971243,17.13,GBP,debit,PAYPAL,VUE,7999,Entertainment,synthetic
DD CANCER RESEARCH UK 28045,14.57,GBP,debit,DD,CANCER RESEARCH UK,8398,Charity,synthetic
BACS UCL 99474,478.57,GBP,debit,BACS,UCL,8299,Education,synthetic
CARD PAYMENT BOOKING.COM REF 53004024,414.99,GBP,debit,CARD,BOOKING.COM,4511,Travel,synthetic
SQ COSTA 28526 20260715,3.16,GBP,debit,SQUARE,COSTA,5814,Coffee Shops,synthetic
TRANSFER TO SAVINGS 15 APR,3453.18,GBP,credit,TFR,,,Transfers,synthetic
BACS PRIME HIRE LTD PAYROLL,5210.94,GBP,credit,BACS,PRIME HIRE LTD,,Salary,synthetic
CARD PAYMENT GULF  18404,47.05,GBP,debit,CARD,GULF,5542,Fuel,synthetic
CARD PAYMENT ODEON,102.47,GBP,debit,CARD,ODEON,7999,Entertainment,synthetic
DD THAMES WATER,208.24,GBP,debit,DD,THAMES WATER,4814,Utilities,synthetic
VISA AMAZON REF 27521857,202.14,GBP,debit,CARD,AMAZON,5311,Shopping,synthetic
PAYPAL NINTENDO ESHOP  20240315,49.25,GBP,debit,PAYPAL,NINTENDO ESHOP,7832,Entertainment,synthetic
APPLE PAY MCDONALDS 79877,35.71,GBP,debit,APPLE_PAY,MCDONALDS,5812,Dining,synthetic
VISA TUI  95497,244.53,GBP,debit,CARD,TUI,4722,Travel,synthetic
SQ PRET 6062,12.85,GBP,debit,SQUARE,PRET,5812,Coffee Shops,synthetic
POS DRY CLEANERS 13181 20260108,110.69,GBP,debit,POS,DRY CLEANERS,7299,Other,synthetic
PAYPAL CANCER RESEARCH UK LONDON 11785,30.06,GBP,debit,PAYPAL,CANCER RESEARCH UK,8398,Charity,synthetic
APPLE PAY BLACK SHEEP COFFEE ,3.95,GBP,debit,APPLE_PAY,BLACK SHEEP COFFEE,5814,Coffee Shops,synthetic
CARD PAYMENT HMRC PAYMENT,331.38,GBP,debit,CARD,COUNCIL TAX,9399,Taxes,synthetic
APPLE PAY APPLE.COM/BILL  28 MAY,22.21,GBP,debit,APPLE_PAY,APPLE.COM/BILL,5968,Subscriptions,synthetic
CARD PAYMENT RNLI LONDON 50562,13.77,GBP,debit,CARD,RNLI,8398,Charity,synthetic
FASTER PAYMENT TO SAVINGS,1209.56,GBP,credit,FPS,,,Transfers,synthetic
CARD PAYMENT SELF ASSESSMENT TAX,372.00,GBP,debit,CARD,DVLA,9399,Taxes,synthetic
CARD PAYMENT GOV.UK ,74.30,GBP,debit,CARD,GOV.UK,7299,Other,synthetic
VISA ZIZZI CARDIFF 20231126,24.59,GBP,debit,CARD,ZIZZI,5814,Dining,synthetic
STANDING ORDER MORTGAGE PAYMENT //,1936.69,GBP,debit,SO,MORTGAGE PAYMENT,6513,Rent/Mortgage,synthetic
VISA ODEON MANCHESTER,16.89,GBP,debit,CARD,ODEON,7999,Entertainment,synthetic
SQ STARBUCKS REF 34678492,6.46,GBP,debit,SQUARE,STARBUCKS,5812,Coffee Shops,sandbox
ATM ATM  23 NOV,321.63,GBP,debit,ATM,ATM,6010,Cash Withdrawal,synthetic
DIRECT DEBIT BRITISH GAS REF 46245645,238.87,GBP,debit,DD,BRITISH GAS,4812,Utilities,synthetic
MASTERCARD TRAVELODGE,727.46,GBP,debit,CARD,TRAVELODGE,4722,Travel,synthetic
DD SUPERDRUG LONDON 97376,74.08,GBP,debit,DD,SUPERDRUG,8049,Healthcare,synthetic
DIRECT DEBIT HALIFAX MORTGAGE  01JAN,1101.77,GBP,debit,DD,HALIFAX MORTGAGE,6513,Rent/Mortgage,synthetic
VISA JET MANCHESTER 94363,122.50,GBP,debit,CARD,JET,5541,Fuel,synthetic
VISA OCADO 83369 16 AUG.,39.32,GBP,debit,CARD,OCADO,5411,Groceries,synthetic
VISA TEXACO 82800 20240520,112.57,GBP,debit,CARD,TEXACO,5172,Fuel,synthetic
TFR TO JOINT ACCOUNT 20260313,3798.85,GBP,credit,TFR,,,Transfers,synthetic
CARD PAYMENT MORRISONS PETROL,72.74,GBP,debit,CARD,MORRISONS PETROL,5172,Fuel,synthetic
PAYPAL UDEMY REF 17303355,298.75,GBP,debit,PAYPAL,UDEMY,8299,Education,synthetic
POS ZARA LONDON,234.48,GBP,debit,POS,ZARA,5691,Shopping,synthetic
CARD AMZN LONDON *,238.01,GBP,debit,CARD,AMZN,5691,Shopping,synthetic
BACS SPECSAVERS REF 87772948,129.35,GBP,debit,BACS,SPECSAVERS,8049,Healthcare,synthetic
FPS GLOBEX CORP PAYROLL,3234.70,GBP,credit,FPS,GLOBEX CORP,,Salary,synthetic
VISA PREMIER INN 91952,47.87,GBP,debit,CARD,PREMIER INN,4722,Travel,synthetic
BACS CITY LIT 38940 05 APR,199.74,GBP,debit,BACS,CITY LIT,8220,Education,synthetic
BACS DENTAL REF 78536500,9.33,GBP,debit,BACS,DENTAL,5912,Healthcare,synthetic
FASTER PAYMENT INNOTECH LTD PAYROLL REF 43384189 22OCT,2739.33,GBP,credit,FPS,INNOTECH LTD,,Salary,sandbox
CARD BHF REF 80868705,74.44,GBP,debit,CARD,BHF,8398,Charity,synthetic
DD SKY BROADBAND PAYMENT,239.05,GBP,debit,DD,SKY BROADBAND,4900,Utilities,synthetic
CASH WITHDRAWAL LINK ATM,440.32,GBP,debit,ATM,LINK ATM,6011,Cash Withdrawal,synthetic
STANDING ORDER DIRECT LINE  20/07/2026,46.10,GBP,debit,SO,DIRECT LINE,5960,Insurance,synthetic
DD SEVERN TRENT PAYMENT,134.50,GBP,debit,DD,SEVERN TRENT,4899,Utilities,synthetic
BACS NSPCC 65183,9.05,GBP,debit,BACS,NSPCC,8398,Charity,synthetic
DD NEWCASTLE COLLEGE 75184,491.28,GBP,debit,DD,NEWCASTLE COLLEGE,8299,Education,synthetic
POS DRY CLEANERS 99468,92.18,GBP,debit,POS,DRY CLEANERS,7299,Other,synthetic
LINK ATM CASH MACHINE 1372,256.14,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
APPLE PAY NERO REF 55729880,4.04,GBP,debit,APPLE_PAY,NERO,5812,Coffee Shops,synthetic
PAYPAL RNLI 77027,49.63,GBP,debit,PAYPAL,RNLI,8398,Charity,synthetic
CARD NHS REF 16409970,70.23,GBP,debit,CARD,NHS,8011,Healthcare,synthetic
CARD JD SPORTS MANCHESTER 20230628,102.17,GBP,debit,CARD,JD SPORTS,5691,Shopping,synthetic
APPLE PAY DROPBOX 20260314 *,15.73,GBP,debit,APPLE_PAY,DROPBOX,5734,Subscriptions,sandbox
SO HASTINGS //,350.48,GBP,debit,SO,HASTINGS,6300,Insurance,synthetic
DD OPEN UNIVERSITY,112.39,GBP,debit,DD,OPEN UNIVERSITY,8299,Education,synthetic
POS OPTICIANS,93.90,GBP,debit,POS,OPTICIANS,8021,Healthcare,synthetic
PAYPAL NETFLIX  18MAY,6.64,GBP,debit,PAYPAL,NETFLIX,5734,Subscriptions,synthetic
DD CITY LIT 46946.,467.82,GBP,debit,DD,CITY LIT,8299,Education,synthetic
PAYPAL TICKETMASTER  54773,94.72,GBP,debit,PAYPAL,TICKETMASTER,7832,Entertainment,synthetic
DIRECT DEBIT AXA,55.10,GBP,debit,DD,AXA,5960,Insurance,synthetic
ATM CASH MACHINE ,383.19,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
PAYPAL SKY STORE ,20.45,GBP,debit,PAYPAL,SKY STORE,7922,Entertainment,synthetic
POS GREENE KING 43497 04JAN,20.59,GBP,debit,POS,GREENE KING,5814,Dining,synthetic
CARD PAYMENT POST OFFICE  15SEP,158.23,GBP,debit,CARD,POST OFFICE,7299,Other,synthetic
LINK ATM CASH MACHINE MANCHESTER 5392,356.28,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
APPLE PAY WETHERSPOONS REF 87500742,45.29,GBP,debit,APPLE_PAY,WETHERSPOONS,5814,Dining,synthetic
DD BOOTS MANCHESTER 28SEP *,127.83,GBP,debit,DD,BOOTS,8021,Healthcare,synthetic
CARD KFC EDINBURGH *,70.44,GBP,debit,CARD,KFC,5812,Dining,synthetic
ACCOUNT FEE NATIONWIDE,3.04,GBP,debit,SO,NATIONWIDE,6012,Fees,synthetic
VISA PRET LONDON 28JUL //,2.94,GBP,debit,CARD,PRET,5814,Coffee Shops,synthetic
CARD WWF 59055 17/02/2026,20.19,GBP,debit,CARD,WWF,8398,Charity,synthetic
PAYPAL MICROSOFT 365 REF 47417309,34.50,GBP,debit,PAYPAL,MICROSOFT 365,5734,Subscriptions,synthetic
VISA MORRISONS PETROL REF 53649791,115.25,GBP,debit,CARD,MORRISONS PETROL,5541,Fuel,synthetic
CARD CAFE LOCAL,6.94,GBP,debit,CARD,CAFE LOCAL,5812,Coffee Shops,synthetic
PAYPAL NOW TV ,19.96,GBP,debit,PAYPAL,NOW TV,5968,Subscriptions,synthetic
STANDING ORDER CHURCHILL 53656 13 FEB,56.90,GBP,debit,SO,CHURCHILL,5960,Insurance,synthetic
STRIPE ZARA  19 SEP,64.83,GBP,debit,STRIPE,ZARA,5691,Shopping,synthetic
CASH WITHDRAWAL ATM LONDON,347.17,GBP,debit,ATM,ATM,6011,Cash Withdrawal,synthetic
BACS HM REVENUE & CUSTOMS,233.12,GBP,debit,BACS,HMRC,9399,Taxes,synthetic
BACS SANTANDER MORTGAGE REF 35670862,501.10,GBP,debit,BACS,SANTANDER MORTGAGE,6513,Rent/Mortgage,synthetic
DD PEABODY REF 85775443,2267.91,GBP,debit,DD,PEABODY,6513,Rent/Mortgage,synthetic
CASH WITHDRAWAL LINK ATM LONDON,405.37,GBP,debit,ATM,LINK ATM,6010,Cash Withdrawal,synthetic
FPS MONTHLY SALARY ACME LIMITED,4243.14,GBP,credit,FPS,ACME LIMITED,,Salary,synthetic
BACS DENTAL 19867 25 JUN,145.60,GBP,debit,BACS,DENTAL,5912,Healthcare,synthetic
CARD PAYMENT ARRIVA //,36.41,GBP,debit,CARD,ARRIVA,4131,Transport,synthetic
CARD PAYMENT APPLE.COM/BILL 78764 05 FEB,5.30,GBP,debit,CARD,APPLE.COM/BILL,4899,Subscriptions,synthetic
SO LV=  19JAN,236.47,GBP,debit,SO,LV=,6300,Insurance,synthetic
VISA APPLE MUSIC 64703,10.55,GBP,debit,CARD,APPLE MUSIC,4899,Subscriptions,synthetic
POS STEAM MANCHESTER,35.62,GBP,debit,POS,STEAM,7832,Entertainment,synthetic
BACS EDF ENERGY REF 10062336,69.26,GBP,debit,BACS,EDF ENERGY,4900,Utilities,synthetic
DD PRUDENTIAL  67294,371.06,GBP,debit,DD,PRUDENTIAL,6300,Insurance,synthetic
DD LV 20240206 //,373.60,GBP,debit,DD,LV,6300,Insurance,synthetic
CARD PAYMENT TESCO STORES LEEDS 20250312,38.39,GBP,debit,CARD,TESCO STORES,5300,Groceries,synthetic
OVERDRAFT INTEREST CHARGE,33.43,GBP,debit,SO,BARCLAYS,6012,Fees,synthetic
CARD SPECSAVERS 60004,23.18,GBP,debit,CARD,SPECSAVERS,8049,Healthcare,synthetic
CASH WITHDRAWAL CASH MACHINE LEEDS,162.45,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
FASTER PAYMENT FROM CURRENT ACCOUNT,3650.37,GBP,credit,FPS,,,Transfers,synthetic
CARD PAYMENT NETFLIX.COM 63933 06 OCT,21.85,GBP,debit,CARD,NETFLIX.COM,5968,Subscriptions,synthetic
CARD PAYMENT EASYJET  98515,130.27,GBP,debit,CARD,EASYJET,4511,Travel,synthetic
LINK ATM LINK ATM //,28.30,GBP,debit,ATM,LINK ATM,6011,Cash Withdrawal,synthetic
POS NHS PRESCRIPTION,56.20,GBP,debit,POS,NHS PRESCRIPTION,8011,Healthcare,synthetic
APPLE PAY HARVESTER REF 73909453 //,50.31,GBP,debit,APPLE_PAY,HARVESTER,5812,Dining,synthetic
SQ GREGGS OXFORD 02FEB,10.82,GBP,debit,SQUARE,GREGGS,5812,Coffee Shops,synthetic
MASTERCARD TUI  05JUL,539.97,GBP,debit,CARD,TUI,4511,Travel,synthetic
CARD PAYMENT GOOGLE ONE ,7.43,GBP,debit,CARD,GOOGLE ONE,4899,Subscriptions,synthetic
SO NATIONWIDE MORTGAGE  28180,2065.79,GBP,debit,SO,NATIONWIDE MORTGAGE,6513,Rent/Mortgage,synthetic
BACS SPECSAVERS MANCHESTER 09/01/2024,16.52,GBP,debit,BACS,SPECSAVERS,8011,Healthcare,synthetic
CARD PAYMENT UNIVERSITY 93210 20230128,429.54,GBP,debit,CARD,UNIVERSITY,8299,Education,synthetic
PAYPAL XBOX.,40.55,GBP,debit,PAYPAL,XBOX,7922,Entertainment,synthetic
DD THREE REF 35842902,203.57,GBP,debit,DD,THREE,4900,Utilities,synthetic
APPLE PAY SANTANDER CYCLES,44.80,GBP,debit,APPLE_PAY,SANTANDER CYCLES,4789,Transport,synthetic
CARD PAYMENT TFL TRAVEL CHARGE LEEDS,15.02,GBP,debit,CARD,TFL TRAVEL CHARGE,4131,Transport,synthetic
GOOGLE PAY M&S MANCHESTER,55.60,GBP,debit,GOOGLE_PAY,M&S,5499,Groceries,synthetic
PAYPAL TRANSPORT FOR LONDON LONDON 28151,37.43,GBP,debit,PAYPAL,TRANSPORT FOR LONDON,4789,Transport,synthetic
ACCOUNT FEE HSBC,13.79,GBP,debit,DD,HSBC,6012,Fees,synthetic
BACS POST OFFICE LONDON 23 JUL,94.60,GBP,debit,BACS,POST OFFICE,5999,Other,synthetic
BACS COUNCIL TAX,363.78,GBP,debit,BACS,,9399,Taxes,synthetic
FPS INNOTECH LTD PAYROLL,4224.67,GBP,credit,FPS,INNOTECH LTD,,Salary,synthetic
CARD CANCER RESEARCH UK 95389,87.55,GBP,debit,CARD,CANCER RESEARCH UK,8398,Charity,synthetic
CASH WITHDRAWAL FEE,20.49,GBP,debit,DD,HALIFAX,6051,Fees,synthetic
PAYPAL COURSERA 93368,304.23,GBP,debit,PAYPAL,COURSERA,8220,Education,synthetic
CARD PAYMENT AMAZON.CO.UK 23439,238.89,GBP,debit,CARD,AMAZON.CO.UK,5691,Shopping,synthetic
FPS HALIFAX MORTGAGE  89832,1283.42,GBP,debit,FPS,HALIFAX MORTGAGE,6513,Rent/Mortgage,synthetic
MASTERCARD SUBWAY 56220 02 OCT,88.28,GBP,debit,CARD,SUBWAY,5814,Dining,synthetic
MASTERCARD SAINSBURYS PETROL 35396,94.26,GBP,debit,CARD,SAINSBURYS PETROL,5172,Fuel,synthetic
CASH WITHDRAWAL CASH MACHINE.,477.21,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
FPS INCOME TAX PAYMENT,244.36,GBP,debit,FPS,DVLA,9399,Taxes,synthetic
VISA SPOTIFY PREMIUM ,30.08,GBP,debit,CARD,SPOTIFY PREMIUM,5734,Subscriptions,synthetic
STRIPE AMAZON REF 79524101,75.43,GBP,debit,STRIPE,AMAZON,5399,Shopping,synthetic
TFR TO SAVINGS,3878.10,GBP,credit,TFR,,,Transfers,synthetic
SQ COSTA COFFEE REF 82196170,9.01,GBP,debit,SQUARE,COSTA COFFEE,5814,Coffee Shops,synthetic
VISA WAITROSE BIRMINGHAM 38569,62.40,GBP,debit,CARD,WAITROSE,5300,Groceries,synthetic
CARD PAYMENT HMRC PAYMENT,293.33,GBP,debit,CARD,DVLA,9399,Taxes,synthetic
MONTHLY ACCOUNT FEE,48.65,GBP,debit,DD,NATIONWIDE,6051,Fees,synthetic
POS BP 17698,25.95,GBP,debit,POS,BP,5172,Fuel,synthetic
BACS JANE DOE 12-34-56 87654321 RENT AUGUST,434.18,GBP,debit,BACS,LANDLORD,6513,Rent/Mortgage,synthetic
CARD PAYMENT COUNCIL TAX,69.19,GBP,debit,CARD,HMRC,9211,Taxes,synthetic
CARD TESCO PETROL MANCHESTER 20OCT,27.01,GBP,debit,CARD,TESCO PETROL,5542,Fuel,synthetic
CARD PAYMENT CINEWORLD MANCHESTER 92470,113.37,GBP,debit,CARD,CINEWORLD,7999,Entertainment,synthetic
DD SAVE THE CHILDREN,20.96,GBP,debit,DD,SAVE THE CHILDREN,8398,Charity,synthetic
FASTER PAYMENT SALARY PRIME HIRE LTD,3222.40,GBP,credit,FPS,PRIME HIRE LTD,,Salary,synthetic
PAYPAL NEWCASTLE COLLEGE *,303.58,GBP,debit,PAYPAL,NEWCASTLE COLLEGE,8220,Education,synthetic
BANK TRANSFER BETWEEN ACCOUNTS REF 15591248,1652.85,GBP,credit,TFR,,,Transfers,synthetic
FPS ACME LTD SALARY 20241217,1639.77,GBP,credit,FPS,ACME LTD,,Salary,synthetic
CARD PAYMENT NHS REF 33584929,17.97,GBP,debit,CARD,NHS,5912,Healthcare,synthetic
BACS PASSPORT OFFICE  54260,186.97,GBP,debit,BACS,PASSPORT OFFICE,5999,Other,synthetic
POS BOOTS REF 75320544,59.97,GBP,debit,POS,BOOTS,8011,Healthcare,synthetic
BANK TRANSFER BETWEEN ACCOUNTS,4416.93,GBP,credit,TFR,,,Transfers,synthetic
CARD BRITISH HEART FOUNDATION  86475,27.82,GBP,debit,CARD,BRITISH HEART FOUNDATION,8398,Charity,synthetic
CARD PAYMENT GREENPEACE REF 86082940,46.26,GBP,debit,CARD,GREENPEACE,8398,Charity,sandbox
CARD PAYMENT OCADO 37727,20.65,GBP,debit,CARD,OCADO,5300,Groceries,synthetic
PAYPAL SKY STORE.,38.53,GBP,debit,PAYPAL,SKY STORE,7999,Entertainment,synthetic
CARD SEE TICKETS 308,57.46,GBP,debit,CARD,SEE TICKETS,7999,Entertainment,synthetic
CARD ICELAND LONDON 14JUL,61.06,GBP,debit,CARD,ICELAND,5411,Groceries,synthetic
DD LV= ,192.07,GBP,debit,DD,LV=,6300,Insurance,synthetic
POS SEE TICKETS 90408,49.13,GBP,debit,POS,SEE TICKETS,7832,Entertainment,synthetic
BACS HALCYON GROUP SALARY,4769.47,GBP,credit,BACS,HALCYON GROUP,,Salary,synthetic
SO SSE PAYMENT,262.61,GBP,debit,SO,SSE,4900,Utilities,synthetic
FPS TO SAVINGS,1002.94,GBP,credit,FPS,,,Transfers,synthetic
TFR TO SAVINGS ACCOUNT REF 82942380,218.57,GBP,credit,TFR,,,Transfers,synthetic
VISA OCADO BRISTOL 78147,59.70,GBP,debit,CARD,OCADO,5300,Groceries,synthetic
CASH WITHDRAWAL FEE,7.06,GBP,debit,SO,BARCLAYS,6012,Fees,synthetic
VISA ZIZZI GLASGOW 95402.,17.23,GBP,debit,CARD,ZIZZI,5814,Dining,synthetic
CARD DRY CLEANERS LONDON *,111.77,GBP,debit,CARD,DRY CLEANERS,7299,Other,synthetic
CARD NETFLIX  66398,23.63,GBP,debit,CARD,NETFLIX,5734,Subscriptions,synthetic
VISA WETHERSPOONS GLASGOW 7186 *,33.70,GBP,debit,CARD,WETHERSPOONS,5812,Dining,synthetic
LINK ATM CASH MACHINE MANCHESTER 13SEP,383.80,GBP,debit,ATM,CASH MACHINE,6010,Cash Withdrawal,synthetic
LINK ATM CASH MACHINE MANCHESTER *,481.15,GBP,debit,ATM,CASH MACHINE,6011,Cash Withdrawal,synthetic
APPLE PAY LIME,30.15,GBP,debit,APPLE_PAY,LIME,4121,Transport,synthetic
MASTERCARD NANDOS LONDON,32.69,GBP,debit,CARD,NANDOS,5812,Dining,synthetic
CARD PAYMENT PIZZA EXPRESS LONDON 18239,40.86,GBP,debit,CARD,PIZZA EXPRESS,5812,Dining,synthetic
DIRECT DEBIT HASTINGS  86704,238.40,GBP,debit,DD,HASTINGS,5960,Insurance,synthetic
